condition,subset,n,correct_rate,correct_converge_rate,avg_questions,std_questions,avg_cost,std_cost,avg_duration,std_duration,avg_confidence,std_confidence,ci_accuracy_lower,ci_accuracy_upper,ci_convergence_lower,ci_convergence_upper,ci_questions,ci_cost,ci_duration
ADAPTIVE-EIG-COST-AWARE,all,100,0.83,0.77,6.53,3.9986235005298885,283.75,545.020792393661,364.8275043678284,233.44868894444437,0.9256071462918211,0.09747143595174802,8.548181233642978,6.10652394022685,9.15456485682769,7.156845253123606,0.7837302061038581,106.82407530915756,45.7559430331111
ADAPTIVE-EIG-COST-AWARE,correct,83,1.0,0.927710843373494,6.891566265060241,4.039476083490528,321.56626506024094,589.0509769809584,383.0839590739055,243.83346878885905,0.9340105960527687,0.07098773252544562,4.423686343872049,2.842170943040401e-14,7.6580490548364395,3.873931820921797,0.8690446019787652,126.72721938565728,52.457832514163606
ADAPTIVE-EIG-COST-AWARE,incorrect,17,0.0,0.0,4.764705882352941,3.363952507183809,99.11764705882354,126.75314707776548,275.69304903815777,149.4390492053953,0.8845785386354299,0.17551176022497736,0.0,18.432366037156456,0.0,18.432366037156456,1.5991215148878344,60.254621353583055,71.0388146795771
ADAPTIVE-PD-COST-AWARE,all,100,0.81,0.75,6.52,3.885949827340294,293.7,508.8477873658003,360.42296792984007,227.35255216353832,0.9312228245010462,0.0796015949573998,8.77902407080785,6.485346007295732,9.30464637007583,7.454905996275727,0.7616461661586976,99.73416632369685,44.56110022405351
ADAPTIVE-PD-COST-AWARE,correct,81,1.0,0.9259259259259259,6.716049382716049,3.8834088372885573,302.962962962963,540.7221894014625,371.5755642284582,222.98204099074033,0.9380103533131382,0.07611272315136151,4.527967412212902,0.0,7.825648643273183,3.968491218054808,0.8457201467872858,117.75727680298517,48.56053337131678
ADAPTIVE-PD-COST-AWARE,incorrect,19,0.0,0.0,5.684210526315789,3.8880533772477306,254.21052631578948,350.13197177752664,312.87768897257354,245.6877575737266,0.9022865174600231,0.08950873521602963,0.0,16.818436536845052,0.0,16.818436536845052,1.7482820129836403,157.43853518350065,110.47468892530674
ADAPTIVE-PD-EIG-COST-AWARE,all,100,0.82,0.75,6.64,4.13538560976049,239.2,309.8726685383381,354.630274450779,238.06813972800674,0.9392273899740428,0.08070722255805558,8.667536024213092,6.299868345748962,9.30464637007583,7.454905996275727,0.8105355795130561,60.735043033514266,46.66135538668932
ADAPTIVE-PD-EIG-COST-AWARE,correct,82,1.0,0.9146341463414634,7.036585365853658,4.098916213129067,243.41463414634146,282.89713487237776,380.7627053638784,238.9667892094401,0.9508341419438759,0.044336958659532064,4.475219474007929,0.0,8.051143843061311,4.33998623046935,0.8871931624307967,61.23189415927039,51.72335573866509
ADAPTIVE-PD-EIG-COST-AWARE,incorrect,18,0.0,0.0,4.833333333333333,3.91452799348334,220.0,421.16784414432266,235.58253362443713,199.16761430583705,0.8863521865559141,0.1579750438649587,0.0,17.58845505823749,0.0,17.58845505823749,1.808419669033271,194.56961722661745,92.01074350335742
EIG,all,100,0.84,0.72,7.06,4.062193267363598,1130.15,1270.1921541978832,586.2817831635475,326.20969321797475,0.8895133723126569,0.17582970252086721,8.420444558894431,5.904797650526277,9.488212361345731,7.860440832401636,0.7961898804032651,248.95766222278507,63.937099870723046
EIG,correct,84,1.0,0.8571428571428571,6.75,3.8741497318222375,1100.654761904762,1203.654770723518,560.7967955441702,312.62806647224073,0.9212792049881029,0.12919480409047776,4.373326533214353,0.0,9.044580733445372,5.920776066863709,0.8285006053178526,257.4058245469778,66.85661635224736
EIG,incorrect,16,0.0,0.0,8.6875,4.742977264686532,1285.0,1612.8556455347557,720.0779681652784,372.53820024493217,0.7227427507665661,0.2763516955038368,0.0,19.361341827271993,0.0,19.361341827271993,2.3240588596964007,790.2992663120302,182.54371812001676
EIG-COST-AWARE,all,100,0.82,0.72,7.0,4.209177083132963,500.85,843.7937583116246,583.2018954896927,325.59817481661895,0.9009642844227612,0.15384112251083426,8.667536024213092,6.299868345748962,9.488212361345731,7.860440832401636,0.8249987082940609,165.38357662907842,63.81724226405731
EIG-COST-AWARE,correct,82,1.0,0.8780487804878049,6.780487804878049,4.094634822180109,482.6219512195122,860.3090263078512,576.1632608814938,324.06451700023996,0.9342961850672152,0.09505093120780625,4.475219474007929,0.0,8.81804357308954,5.434341043961595,0.8862664733798123,186.21026779543698,70.14240075172732
EIG-COST-AWARE,incorrect,18,0.0,0.0,8.0,4.69041575982343,583.8888888888889,781.5812696359552,615.2667864825991,340.10300881937485,0.7491189592646926,0.25496293110192475,0.0,17.58845505823749,0.0,17.58845505823749,2.1668615296988616,361.07212499454397,157.11957397424374
LLM-SELECT,all,100,0.35,0.09,8.64,5.018189137749016,1056.35,1041.77147472733,86.71150554418564,50.08950007691054,0.6034255584535478,0.3075951416035052,8.63589534652198,9.74573957080203,4.192800483611513,7.226374696643667,0.9835650709988072,204.1872090465567,9.817542015074466
LLM-SELECT,correct,35,1.0,0.2571428571428571,9.914285714285715,4.90120890592268,1238.5714285714287,1051.0279082239188,98.59352491923741,48.3043081395684,0.5527676964015762,0.2694803499024903,9.890426758938872,0.0,11.551416987735571,16.35533855636302,1.6237728035803094,348.20603772175224,16.00323988598243
LLM-SELECT,incorrect,65,0.0,0.0,7.953846153846154,4.982565758568726,958.2307692307693,1031.5122510365359,80.31349511146546,50.22641005682266,0.630702868789225,0.3249906949344682,0.0,5.580346767071073,0.0,5.580346767071073,1.2113019940172063,250.76896263435404,12.210446103902829
TRUNCATED-EIG-COST-AWARE,all,100,0.85,0.79,6.62,3.943489712312067,227.6,361.62894650386454,265.9129054713249,148.65784597658734,0.9407380899586912,0.07518116668076226,8.283733332157837,5.694096808837699,8.980149301962328,6.83445046835422,0.7729239836131652,70.87927351475746,29.13693781141112
TRUNCATED-EIG-COST-AWARE,correct,85,1.0,0.9294117647058824,6.858823529411764,4.027148764432269,234.05882352941177,359.3491919243658,273.0631068874808,147.9031689040109,0.9429446298874429,0.08000154705318624,4.324100421424177,2.842170943040401e-14,7.4974110271549534,3.7837718416965345,0.8561390006686851,76.39470902649848,31.443008100313577
TRUNCATED-EIG-COST-AWARE,incorrect,15,0.0,0.0,5.266666666666667,3.2175116087406668,191.0,385.08440633191054,225.39509744644164,151.49637756214085,0.9282343636957658,0.03702198652053771,0.0,20.388926630434785,0.0,20.388926630434785,1.6282855332458672,194.87959770073417,76.66774511503253
TRUNCATED-PD-COST-AWARE,all,100,0.87,0.79,6.79,4.053418559710066,267.9,398.6379461631972,272.03706167936326,155.27116072652717,0.9359839444780175,0.07156597842877638,7.980521894809883,5.242906141585749,8.980149301962328,6.83445046835422,0.7944700377031729,78.13303744798665,30.433147502399326
TRUNCATED-PD-COST-AWARE,correct,87,1.0,0.9080459770114943,7.068965517241379,4.211813682820871,274.88505747126436,398.1899285425602,280.54530566314173,161.91940524969087,0.9354734857808635,0.0763477527522847,4.22889953501479,0.0,7.913340585995101,4.462169701097963,0.885045495775704,83.67326507278234,34.024781504328146
TRUNCATED-PD-COST-AWARE,incorrect,13,0.0,0.0,4.923076923076923,2.0191391920625676,221.15384615384616,414.7195530624372,215.09727501869202,83.47633185622196,0.9394000911435871,0.021565082256697135,0.0,22.810184305529166,0.0,22.810184305529166,1.0976165679222938,225.4441171129298,45.378250907592495
TRUNCATED-PD-EIG-COST-AWARE,all,100,0.82,0.79,6.35,3.7615143092895305,206.6,283.4579761488892,252.9947512984276,146.67234600186129,0.9440186848500046,0.0704023823499554,8.667536024213092,6.299868345748962,8.980149301962328,6.83445046835422,0.7372568046207479,55.55776332518228,28.74777981636481
TRUNCATED-PD-EIG-COST-AWARE,correct,82,1.0,0.9634146341463414,6.585365853658536,3.8712336360001114,207.6829268292683,267.6973082433042,263.07664576972405,154.44687395285112,0.9479681402613337,0.07113774999849357,4.475219474007929,0.0,6.554366357905224,2.4066019673612686,0.8379122269029078,57.94195565985588,33.42937581668152
TRUNCATED-PD-EIG-COST-AWARE,incorrect,18,0.0,0.0,5.277777777777778,3.083267089908433,201.66666666666666,355.57327365984145,207.0661209291882,94.3396192267622,0.926026721309505,0.06583413443921621,0.0,17.58845505823749,0.0,17.58845505823749,1.4243967240892628,164.26647170220164,43.58268053333623
